Block	TrialType	Trial	Signal	Response	RT	SSD	keyDuration	keyDuration_startSyched	keyRT	feedback_ms	vert
1	practice	28	1	1	0.7833352520028711	1	0.7882493279976188	0.7784167799982242	-0.009832547999394592	21.583220001775814	4.016472100008977
1	practice	29	1	1	0.8342511850059964	1	0.8280651259992737	0.8191855550030596	-0.00887957099621417	19.18555500305952	4.7714581750167415
1	practice	30	1	1	0.8350732270046137	1	0.8360389790032059	0.8197092570044333	-0.016329721998772584	19.70925700443327	4.777364080034895
1	practice	31	1	1	0.8176644050035975	1	0.8242209260060918	0.8082187200052431	-0.016002206000848673	8.218720005243041	4.525810825032531
1	practice	32	1	1	0.8010744349958259	1	0.8042228979975334	0.7900897299987264	-0.014133167998807039	9.910270001273647	4.268095149962173
1	practice	33	1	1	0.8008772449975368	1	0.8122487340006046	0.7947597849997692	-0.01748894900083542	5.240215000230863	4.275225699928123
1	practice	34	1	1	0.8169219849951332	1	0.8162600479990942	0.8039936069981195	-0.012266441000974737	3.993606998119459	4.511302524986386
1	practice	35	1	1	0.8508234969995101	1	0.856231095000112	0.8379776420042617	-0.01825345299585024	37.97764200426168	5.023914175069658
1	practice	36	1	1	0.800210633999086	1	0.8201268850025372	0.7987279490043875	-0.021398935998149682	1.2720509956125614	4.267294375020137
1	practice	37	1	1	0.7669157500058645	1	0.7762389310009894	0.7554814320028527	-0.020757498998136725	44.51856799714737	3.7636875549994873
1	practice	38	1	1	0.28405521500098985	1	0.2842674060011632	0.2744023970008129	-0.009865009000350256	525.5976029991871	-3.4867782500098112
1	practice	39	1	1	0.4667452339999727	1	0.47625379199598683	0.463414207995811	-0.012839584000175819	336.58579200418905	-0.7185606500227006
1	practice	40	1	1	0.8170547350018751	1	0.8242605550040025	0.8040386900029262	-0.020221865001076367	4.038690002926115	4.513204074972018
1	practice	41	1	1	0.7996640519995708	1	0.8162541760029853	0.79476738700032	-0.02148678900266532	5.232612999680031	4.265495124962181
1	practice	42	1	1	0.800516173003416	1	0.8042631589996745	0.7892014850003761	-0.015061673999298364	10.79851499962392	4.2814635250376885
1	practice	43	1	1	0.8011705099997926	1	0.8042585250004777	0.7890185699943686	-0.015239955006109085	10.981430005631454	4.276790169931482
1	practice	44	1	1	0.7838797859949409	1	0.796108007998555	0.7818144499979098	-0.014293558000645135	18.18555000209021	4.005347904965456
1	practice	45	1	1	0.8349281180053367	1	0.8362447559993598	0.8287840980046894	-0.007460657994670328	28.784098004689397	4.7831552500044925
1	practice	46	1	1	0.8173097179969773	1	0.8322534819963039	0.8099894429979031	-0.022264038998400792	9.989442997903053	4.518941424937802
1	practice	47	1	1	0.8175218719989061	1	0.8121888329987996	0.8007113639978343	-0.011477469000965357	0.7113639978342245	4.52396370994189
1	practice	48	1	1	0.8332792669971241	1	0.8402422869985458	0.8260749069959274	-0.014167380002618302	26.074906995927407	4.76720252496103
1	practice	49	1	1	0.8163039950013626	1	0.8242658769959235	0.8090283599958639	-0.015237517000059597	9.028359995863822	4.5211554550021535
1	practice	50	1	1	0.8336486979969777	1	0.8361177830011002	0.8253033829969354	-0.010814400004164781	25.303382996935355	4.7634177700072176
1	practice	51	1	1	0.8004051069947309	1	0.7921786720035016	0.7838680369968642	-0.008310635006637312	16.131963003135795	4.267139679903048
1	practice	52	1	1	0.8170598869983223	1	0.8242503029978252	0.8120788019950851	-0.012171501002740115	12.078801995085042	4.51171535499976
1	practice	53	1	1	0.7004467500009923	1	0.7162555830000201	0.6942878350018873	-0.021967747998132836	105.71216499811275	2.7692143450237925
1	practice	54	1	1	0.6994640280026942	1	0.7000316890043905	0.6868703030049801	-0.013161385999410413	113.12969699501996	2.756597110053699
1	practice	55	1	1	0.6673731379996752	1	0.6682543540009647	0.6588613130006706	-0.009393041000294033	141.13868699932942	2.2702606750297125
1	practice	56	1	1	0.8506466280014138	1	0.856102693003777	0.8364126900050906	-0.019690002998686396	36.41269000509051	5.017238275029522
1	practice	57	1	1	0.6007482800050639	1	0.6162480349958059	0.5959323429997312	-0.020315691996074747	204.06765700026887	1.274070774996071
1	practice	58	1	1	0.650218174996553	1	0.6560859859964694	0.6356261019973317	-0.020459883999137674	164.37389800266834	2.014785655008163
1	practice	59	1	1	0.8172320099984063	1	0.8200879159994656	0.8029871649996494	-0.017100750999816228	2.98716499964935	4.514093395007658
1	practice	60	1	1	0.8000950780042331	1	0.8082386609967216	0.7918001229991205	-0.016438537997601088	8.19987700087954	4.26717407506454
1	practice	61	1	1	0.8341055999990203	1	0.8442646590046934	0.8259086800026125	-0.018355979002080858	25.908680002612485	4.7751753250102045
1	practice	62	1	1	0.817151825001929	1	0.816153891995782	0.7999686199982534	-0.016185271997528616	0.03138000174662814	4.51300962998881
1	practice	63	1	1	0.7840403169975616	1	0.7922220309992554	0.7791775549994782	-0.013044475999777205	20.82244500052188	4.017758004991046
1	practice	64	1	1	0.7992738149987417	1	0.8082652919983957	0.7961416749967611	-0.012123617001634557	3.858325003238905	4.26199679491925
1	practice	65	1	1	0.8168980600021314	1	0.832253900996875	0.8096626549959183	-0.022591246000956744	9.66265499591823	4.525375224946183
1	practice	66	1	1	0.7840096650033956	1	0.8002545350027503	0.7778425080032321	-0.022412026999518275	22.157491996767973	4.020558220070379
1	practice	67	1	1	0.8506730049994076	1	0.8561854389990913	0.8400165700004436	-0.016168868998647667	40.016570000443565	5.0113600299644165
1	practice	68	1	1	0.7998474999985774	1	0.8082470320005086	0.7963157979975222	-0.011931234002986457	3.6842020024778765	4.271325099978421
1	practice	69	1	1	0.7841768500002217	1	0.7922655880029197	0.774942062998889	-0.01732352500403067	25.05793700111103	4.021101219948614
1	practice	70	1	1	0.8503252649970818	1	0.8602549440038274	0.8423372550023487	-0.01791768900147872	42.33725500234864	5.012612724929349
1	practice	71	1	1	0.7507240460035973	1	0.7602798660009285	0.747672641002282	-0.012607224998646416	52.32735899771801	3.5301834399776997
1	practice	72	1	1	0.8678110700057005	1	0.8762266069970792	0.8608777219997137	-0.01534888499736553	60.87772199971364	5.276647179996653
1	practice	73	1	1	0.8661648240013164	1	0.8720588960059104	0.863803550004377	-0.008255346001533326	63.80355000437699	5.263174345016305
1	practice	74	1	1	0.8171213300011004	1	0.828218298003776	0.8100445130039589	-0.018173784999817144	10.04451300395881	4.526747874986322
1	practice	75	1	1	0.7840060380040086	1	0.7922507480034255	0.7748908550056512	-0.017359892997774296	25.109144994348796	4.019005900006741
1	practice	76	1	1	0.799907289998373	1	0.816120306000812	0.796948479997809	-0.019171826003002934	3.0515200021909994	4.263880449978169
1	practice	77	1	1	0.8329681859977427	1	0.839986182996654	0.8193006319997949	-0.020685550996859092	19.300631999794817	4.74554348503967
1	practice	78	1	1	0.8671310300051118	1	0.8681394849991193	0.8498348020002595	-0.01830468299885979	49.83480200025947	5.262639175014337
1	practice	79	1	1	0.8678671320012654	1	0.8762626280004042	0.8557505819990183	-0.020512046001385897	55.75058199901828	5.278163979999372
1	practice	80	1	1	0.8163837640022393	1	0.8361693330007256	0.8149053020024439	-0.02126403099828167	14.905302002443888	4.516596505016205
1	practice	81	1	1	0.8512962270033313	1	0.8600772920035524	0.836240317003103	-0.023836975000449456	36.24031700310293	5.023699075025215
1	practice	82	1	1	0.8675805770035367	1	0.868259130998922	0.8564357119976194	-0.011823419001302682	56.43571199761932	5.272743880048219
1	practice	83	1	1	0.8002460350035108	1	0.8122136849997332	0.7918906780032557	-0.02032300699647749	8.1093219967443	4.2549094599942325
1	practice	84	1	1	0.8003523469960783	1	0.8160999769970658	0.7997559969953727	-0.016343980001693126	0.2440030046273467	4.2679394049244
1	practice	85	1	1	0.8503930470033083	1	0.8641860130010173	0.8477479249995667	-0.016438088001450524	47.747924999566706	5.013754180033866
1	practice	86	1	1	0.7673459849975188	1	0.7681082709968905	0.7564247269983753	-0.011683543998515233	43.57527300162478	3.7693522300448965
1	practice	87	1	1	0.834341450005013	1	0.8442264589975821	0.8238594930007821	-0.02036696599679999	23.859493000782052	4.759351869977545
1	practice	88	1	1	0.8679045579992817	1	0.8762446610053303	0.8587699950003298	-0.017474666005000472	58.76999500032976	5.275336419943196
1	practice	89	1	1	0.7837124329962535	1	0.804161906002264	0.7827931799984071	-0.021368726003856864	17.206820001592902	4.0132453749518024
1	practice	90	1	1	0.8008127180000884	1	0.8202353790038615	0.8001462579995859	-0.020089121004275512	0.14625799958589702	4.268857450004143
1	practice	91	1	1	0.8344447779963957	1	0.8360966969994479	0.8178561099994113	-0.018240587000036612	17.85610999941123	4.773371920016652
1	practice	92	1	1	0.8168478070001584	1	0.83625299599953	0.8157974069981719	-0.02045558900135802	15.797406998171892	4.512521349968447
1	practice	93	1	1	0.8007062369943014	1	0.8122345209994819	0.7899993850005558	-0.022235135998926125	10.000614999444268	4.2679069749263
1	practice	94	1	1	0.7839362619997701	1	0.8041748819960048	0.7817485949999536	-0.022426286996051203	18.251405000046404	4.011813025024603
1	practice	95	1	1	0.7845171199951437	1	0.8001252239992027	0.7838757229983457	-0.01624950100085698	16.124277001654306	4.0204532199256935
1	practice	96	1	1	0.7329073550063185	1	0.7482495970034506	0.7242075950052822	-0.024042001998168416	75.79240499471784	3.2664757000363895
1	practice	97	1	1	0.7847404919957626	1	0.7882601020028233	0.7797627469990402	-0.008497355003783014	20.237253000959797	4.027677204974461
1	practice	98	1	1	0.7842617630012683	1	0.7922346259947517	0.7759215949990903	-0.016313030995661393	24.07840500090974	4.022746645057632
1	practice	99	1	1	0.8005143769987626	1	0.8042449959975784	0.7922886119995383	-0.01195638399804011	7.711388000461783	4.2651480550173435
1	practice	100	1	1	0.7841252729995176	1	0.8000307639958919	0.7823702169989701	-0.017660546996921767	17.629783001029907	4.016666905042948
